Id,R,Nome,Squadra,Prezzo,Rating,Mate,Regularness,Pg19_20,Mv19_20,Mf19_20,Ass19_20,Amm19_20,Pg18_19,Mv18_19,Mf18_19,Ass18_19,A  18_19
50,D,MBAYE,Bologna,4,2,,3,20,5.63,5.61,2,5,23,5.8,5.96,0,5
2743,A,SANTANDER,Bologna,4,2,,3,24,5.61,5.61,0,6,32,6.03,6.9,3,5
5300,D,HICKEY,Bologna,3,2,,3,,,,,,,,,,
4414,D,DENSWIL,Bologna,2,1,,2,26,5.38,5.16,0,5,,,,0,
272,C,MEDEL,Bologna,2,1,,3,23,5.91,5.65,0,10,,,,0,
5446,A,VAN HOOIJDONK,Bologna,2,1,,2,,,,,,,,,,
799,P,BARDI,Bologna,1,1,,1,,,,,,,,,,
42,P,SARR M.,Bologna,1,1,,1,,,,,,,,,,
5445,D,BINKS,Bologna,1,1,,1,,,,,,,,,,
4919,C,BALDURSSON,Bologna,1,1,,1,7,5.83,5.83,0,0,,,,0,
1874,A,JOAO PEDRO,Cagliari,26,4,,5,36,6.14,7.5,4,6,34,5.85,6.47,3,4
247,A,PAVOLETTI,Cagliari,18,3,,4,2,5.5,5.5,0,0,32,6.09,7.53,1,6
2061,A,SIMEONE,Cagliari,13,3,,3,37,6.01,7.01,3,4,36,5.66,6.23,3,2
4965,C,MARIN,Cagliari,12,3,,4,,,,0,,,,,0,
4514,C,NANDEZ,Cagliari,12,4,,4,35,6.27,6.33,3,14,,,,0,
470,C,STROOTMAN,Cagliari,11,4,,5,,,,,,,,,,
2178,P,CRAGNO,Cagliari,10,5,,5,16,6.47,5.31,0,1,38,6.45,5.17,0,1
2653,D,LYKOGIANNIS,Cagliari,8,4,DALBERT,5,20,5.74,5.68,1,4,11,5.5,5.55,1,1
2572,D,GODIN,Cagliari,8,3,CARBONI,3,23,6.05,6.11,1,5,,,,0,
4886,C,PEREIRO,Cagliari,8,3,,3,10,5.75,5.94,0,3,,,,0,
2076,C,ROG,Cagliari,7,2,,5,30,6.1,6.07,1,10,9,6.07,6.29,0,3
4461,D,ZAPPA,Cagliari,7,4,,4,0,0,0,0,0,,,,0,
1866,D,CEPPITELLI,Cagliari,6,3,CARBONI,4,16,6.03,6.13,0,5,24,5.92,5.81,1,5
4374,D,WALUKIEWICZ,Cagliari,6,3,CARBONI,3,14,5.64,5.61,0,1,,,,0,
1879,A,FARIAS,Cagliari,6,3,,3,18,5.89,6.11,0,2,32,6.02,6.76,4,4
4925,D,CARBONI,Cagliari,5,3,GODIN,4,7,5.5,5,0,2,,,,0,
2289,D,DALBERT,Cagliari,5,3,LYKOGIANNIS,3,,,,,,,,,,
2116,D,FARAGO',Cagliari,3,2,,3,21,5.82,5.84,1,3,26,5.83,5.81,1,7
27,C,GRASSI,Cagliari,3,3,,2,16,5.93,6,1,6,7,5.83,5.83,0,0
5447,D,ALTARE,Cagliari,2,1,,1,,,,,,,,,,
1871,C,DEIOLA,Cagliari,2,3,,3,11,5.8,6.05,1,3,20,5.74,5.65,1,5
1946,P,ARESTI,Cagliari,1,1,,1,0,0,0,0,0,0,0,0,0,0
3,P,RADUNOVIC,Cagliari,1,1,,1,,,,,,,,,,
4935,C,LADINETTI,Cagliari,1,1,,1,,,,,,,,,,
2155,A,CUTRONE,Empoli,14,3,,4,19,5.94,6.64,1,1,34,5.83,6.17,2,2
5454,A,MANCUSO,Empoli,13,4,,5,,,,,,,,,,
5451,C,BAJRAMI,Empoli,10,3,,5,,,,,,,,,,
2161,C,HAAS,Empoli,7,3,,4,,,,,,,,,,
4477,A,LA MANTIA,Empoli,7,3,,3,,,,,,,,,,
4964,P,VICARIO,Empoli,6,2,,5,,,,0,,,,,0,
5010,D,ISMAJLI,Empoli,6,2,,4,,,,0,,,,,0,
76,D,ROMAGNOLI S.,Empoli,5,2,,3,,,,,,,,,,
5450,D,STOJANOVIC,Empoli,5,2,,4,,,,,,,,,,
2252,D,MARCHIZZA,Empoli,5,2,,4,,,,0,,,,,0,
5453,C,RICCI S.,Empoli,5,3,,5,,,,,,,,,,
2778,C,STULAC,Empoli,5,3,,5,,,,,,,,,,
5449,D,PARISI,Empoli,4,2,,2,,,,,,,,,,
4376,C,ZURKOWSKI,Empoli,4,2,,2,,,,,,,,,,
805,D,FIAMOZZI,Empoli,3,2,,2,,,,,,,,,,
4498,C,HENDERSON L.,Empoli,3,2,,2,,,,,,,,,,
393,D,LUPERTO,Empoli,2,3,,3,9,5.64,5.5,0,2,12,5.65,5.65,0,0
2253,C,BANDINELLI,Empoli,2,1,,3,,,,,,,,,,
481,P,BRIGNOLI,Empoli,1,1,,1,,,,,,,,,,
5448,P,FURLAN,Empoli,1,1,,1,,,,,,,,,,
2286,C,CROCIATA,Empoli,1,1,,3,,,,0,,,,,0,
5452,C,DAMIANI,Empoli,1,1,,1,,,,,,,,,,
2841,A,VLAHOVIC,Fiorentina,34,4,,5,30,5.91,6.46,0,4,10,5.62,5.62,0,0
4179,A,GONZALEZ N.,Fiorentina,16,3,,4,,,,,,,,,,
4377,C,CASTROVILLI,Fiorentina,14,4,,5,33,6.35,6.53,2,10,,,,0,
1917,P,DRAGOWSKI,Fiorentina,11,5,,5,31,6.21,5,0,1,17,6.44,5.03,0,2
367,C,BONAVENTURA,Fiorentina,11,3,,4,29,6.12,6.62,5,2,8,6.12,7.25,0,0
2164,D,MILENKOVIC,Fiorentina,10,4,,5,37,6.18,6.46,0,9,34,5.93,6.06,0,7
252,D,BIRAGHI,Fiorentina,9,4,,5,25,5.98,6.43,6,3,36,5.89,6,5,8
2839,C,SOTTIL,Fiorentina,8,3,,3,18,5.83,5.75,0,3,2,0,0,0,0
150,C,SAPONARA,Fiorentina,8,3,,2,17,6,6.47,3,3,22,6.12,6.52,4,3
644,C,PULGAR,Fiorentina,8,4,,3,37,6.09,6.64,6,9,28,5.96,6.46,2,6
406,C,CALLEJON,Fiorentina,7,4,,4,33,5.95,6.52,7,2,34,6.15,6.71,10,1
4522,C,AMRABAT,Fiorentina,7,2,,4,34,6.29,6.21,1,10,,,,0,
2453,D,NASTASIC,Fiorentina,7,4,MILENKOVIC,3,,,,,,,,,,
5323,D,MARTINEZ QUARTA,Fiorentina,5,2,MILENKOVIC,3,,,,,,,,,,
5391,A,KOKORIN,Fiorentina,5,3,,3,,,,,,,,,,
526,C,DUNCAN,Fiorentina,4,3,,3,26,6.08,6.44,5,5,26,6.1,6.6,4,6
4407,D,IGOR,Fiorentina,4,1,,2,26,5.75,5.62,1,9,,,,0,
557,C,BENASSI,Fiorentina,4,3,,4,18,5.84,6.09,1,1,32,5.89,6.44,0,5
5457,C,MALEH,Fiorentina,4,3,,3,,,,,,,,,,
2174,D,VENUTI,Fiorentina,3,3,,4,16,5.81,5.73,1,4,0,0,0,0,0
4375,D,TERZIC,Fiorentina,2,1,,2,,,,,,,,,,
2790,P,ROSATI,Fiorentina,1,1,,1,1,5.5,4.5,0,0,0,0,0,0,0
2815,P,TERRACCIANO,Fiorentina,1,1,,1,7,6.36,5.64,0,0,10,6.35,5.05,0,0
5516,C,BIANCO,Fiorentina,1,1,,1,,,,,,,,,,
5458,A,MUNTEANU,Fiorentina,1,1,,1,,,,,,,,,,
472,A,DESTRO,Genoa,21,3,,3,13,5.67,5.61,0,2,17,6.28,7.56,1,3
245,A,PANDEV,Genoa,12,4,,4,34,6.28,7.19,2,4,26,6.05,6.6,2,6
5506,A,EKUBAN,Genoa,9,3,,3,,,,,,,,,,
2179,P,SIRIGU,Genoa,8,3,,4,36,6.43,4.68,0,4,36,6.35,5.53,0,1
2759,D,CRISCITO,Genoa,8,4,,5,26,6,6.58,0,7,35,6.01,6.1,4,12
170,C,BADELJ,Genoa,8,2,,3,22,5.65,5.72,0,1,23,5.82,5.73,0,6
5514,D,VASQUEZ,Genoa,7,2,,3,,,,,,,,,,
4515,C,AGUDELO,Genoa,7,1,,1,13,5.85,5.9,0,3,,,,0,
4881,D,CZYBORRA,Genoa,6,3,,2,1,6,6,0,0,,,,0,
791,D,SABELLI,Genoa,6,3,,4,,,,,,,,,,
2328,D,VANHEUSDEN,Genoa,6,2,,4,,,,,,,,,,
4423,C,HERNANI,Genoa,6,3,,4,32,5.98,5.95,4,10,,,,0,
305,C,STURARO,Genoa,5,2,,4,16,5.78,5.81,1,7,5,5.7,6.1,0,0
2083,D,BIRASCHI,Genoa,5,2,,4,24,5.65,5.46,0,3,34,5.81,5.68,0,3
15,D,MASIELLO,Genoa,4,1,,4,22,5.8,5.73,1,5,24,5.83,5.67,1,5
118,D,RADOVANOVIC,Genoa,4,1,,2,19,5.84,5.75,0,3,35,5.66,5.53,0,9
244,D,GHIGLIONE,Genoa,4,2,,3,25,5.91,6.04,5,4,9,5.83,5.94,0,4
2285,D,BANI,Genoa,4,2,,3,27,5.96,6.19,0,10,30,5.65,5.43,0,7
2302,C,BEHRAMI,Genoa,4,1,,2,17,5.74,5.62,0,2,19,6.06,6.06,0,6
4459,C,ROVELLA,Genoa,4,1,,1,2,6,6,0,0,,,,,
819,A,FAVILLI,Genoa,3,1,,2,20,5.7,5.57,0,4,6,5.7,5.9,1,0
2213,C,CASSATA,Genoa,2,1,,3,24,5.66,5.66,0,9,19,5.83,6,2,8
2121,C,MELEGONI,Genoa,2,1,,1,,,,,,,,,,
5439,A,KALLON,Genoa,2,2,,3,,,,,,,,,,
4441,P,ANDRENACCI,Genoa,1,1,,1,,,,,,,,,,
318,P,MARCHETTI,Genoa,1,1,,1,0,0,0,0,0,4,5.75,3.12,0,1
2861,P,SEMPER,Genoa,1,1,,1,,,,,,,,,,
5520,D,CAMBIASO,Genoa,1,1,,1,,,,,,,,,,
5524,D,SERPE,Genoa,1,1,,1,,,,,,,,,,
5459,A,BUKSA,Genoa,1,1,,1,,,,,,,,,,
5523,A,BIANCHI F.,Genoa,1,1,,1,,,,,,,,,,
2764,A,MARTINEZ L.,Inter,32,4,,4,35,6.21,7.29,3,7,27,6.07,6.84,1,4
647,A,DZEKO,Inter,29,4,SANCHEZ,4,35,6.59,8.01,4,4,33,6,6.83,5,9
2475,A,SANCHEZ,Inter,22,4,DZEKO,3,22,6.44,7.5,8,2,,,,0,
2194,C,CALHANOGLU,Inter,19,5,,5,35,6.3,7.24,9,6,36,5.91,6.27,5,3
1870,C,BARELLA,Inter,18,4,,4,27,6.07,6.09,3,11,35,6.13,6.07,4,8
250,P,HANDANOVIC,Inter,17,4,,5,35,6.16,5.3,0,2,38,6.18,5.32,0,0
798,D,SKRINIAR,Inter,15,4,,4,32,6.14,5.94,0,7,35,6.1,5.99,0,4
322,D,DE VRIJ,Inter,14,5,,5,34,6.29,6.6,1,5,28,6.07,6.18,0,2
265,C,BROZOVIC,Inter,14,2,,4,32,6.28,6.58,5,9,32,5.91,5.94,1,10
704,C,PERISIC,Inter,13,4,DI MARCO,4,0,0,0,0,0,34,6.03,6.72,4,5
5513,D,DUMFRIES,Inter,12,4,,4,,,,,,,,,,
2120,D,BASTONI,Inter,11,4,,4,25,5.98,6.04,0,7,24,5.95,6.05,0,2
2525,D,DARMIAN,Inter,9,2,,3,33,5.92,5.95,1,6,,,,0,
254,D,DIMARCO,Inter,8,4,PERISIC,3,16,6,5.94,2,1,13,6.14,6.23,0,4
2414,C,VIDAL,Inter,8,3,,3,,,,,,,,,,
1978,C,SENSI,Inter,7,4,,3,12,6.29,7.04,1,2,28,6.05,6.27,4,8
2038,A,PINAMONTI,Inter,7,2,,2,32,5.7,6.12,1,1,27,5.8,6.48,3,2
801,C,GAGLIARDINI,Inter,6,1,,2,24,5.94,6.33,0,5,19,6.1,6.97,0,4
181,C,VECINO,Inter,5,1,,1,20,5.97,6.25,1,4,30,5.85,6.07,1,8
253,D,D'AMBROSIO,Inter,5,3,,2,22,6.08,6.58,0,6,30,5.95,6.19,4,6
5460,A,SATRIANO,Inter,5,3,,2,,,,,,,,,,
2304,A,SALCEDO E.,Inter,4,3,,3,0,0,0,0,0,0,0,0,0,0
2214,D,KOLAROV,Inter,3,3,,3,32,6.02,6.52,3,6,33,6.06,6.7,1,6
4411,C,AGOUME,Inter,3,1,,1,3,6,5.75,0,1,,,,0,
261,D,RANOCCHIA,Inter,2,1,,2,7,6.21,6,0,3,4,6,5.75,0,1
4385,C,LAZARO,Inter,2,1,,1,,,,,,,,,,
1889,P,CORDAZ,Inter,1,2,,1,,,,0,,,,,0,
1843,P,RADU I.,Inter,1,1,,1,17,6.03,4,1,1,33,6.3,5,0,0
2610,A,RONALDO,Juventus,44,4,,5,33,6.56,9.33,3,3,31,6.48,8.6,7,3
2002,C,CHIESA,Juventus,29,4,,4,34,6.31,7.15,5,7,37,6.24,6.73,2,4
309,A,DYBALA,Juventus,25,3,MORATA,4,33,6.67,7.84,7,5,30,5.94,6.56,2,2
313,A,MORATA,Juventus,23,4,DYBALA,3,,,,,,,,,,
2833,C,KULUSEVSKI,Juventus,20,4,,4,36,6.42,7.43,8,3,3,5.5,5.5,0,0
697,D,CUADRADO,Juventus,18,5,,4,33,6.05,6.18,3,7,18,5.78,5.97,2,4
453,P,SZCZESNY,Juventus,17,4,,5,29,6.19,5.14,0,1,28,6.14,5.54,0,0
827,C,LOCATELLI,Juventus,16,4,,4,33,6.24,6.17,4,9,29,5.94,6.21,4,7
4973,C,MCKENNIE,Juventus,15,3,BENTANCUR,4,,,,0,,,,,0,
4237,D,DANILO,Juventus,14,2,,3,22,5.77,5.95,0,2,,,,0,
286,D,BONUCCI,Juventus,12,3,,5,35,6.27,6.4,0,9,29,6.02,6.29,0,2
4428,D,DE LIGT,Juventus,12,4,,4,29,6.05,6.38,0,5,,,,0,
662,D,ALEX SANDRO,Juventus,11,4,,4,29,5.97,6.07,2,4,31,6.05,6.14,3,7
288,D,CHIELLINI,Juventus,10,3,,3,4,6.12,6.88,0,0,25,6.35,6.46,1,3
2166,C,BENTANCUR,Juventus,9,3,MCKENNIE,3,30,6.12,6.21,7,9,31,5.91,6.03,2,7
2379,C,RABIOT,Juventus,9,2,,4,28,5.91,5.93,1,5,,,,0,
2472,C,RAMSEY,Juventus,8,3,,4,24,6.02,6.41,0,2,,,,0,
184,C,BERNARDESCHI,Juventus,5,4,,3,29,5.5,5.56,1,6,28,6.04,6.26,3,5
4285,C,ARTHUR,Juventus,5,3,,4,,,,0,,,,,0,
294,D,RUGANI,Juventus,5,3,,2,,,,,,,,,,
5505,A,KAIO JORGE,Juventus,5,2,,2,,,,,,,,,,
2728,D,PELLEGRINI LU.,Juventus,4,3,,3,24,6.04,6.04,5,10,16,5.91,5.84,2,4
358,D,DE SCIGLIO,Juventus,4,2,,2,,,,,,,,,,
218,P,PERIN,Juventus,1,3,,2,21,6.12,4.29,0,1,9,5.89,4.94,0,1
1930,P,PINSOGLIO,Juventus,1,1,,1,1,6,6,0,0,1,5.5,3.5,0,0
5365,D,DRAGUSIN,Juventus,1,1,,1,,,,,,,,,,
4465,C,FAGIOLI,Juventus,1,1,,1,,,,,,,,,,
785,A,IMMOBILE,Lazio,38,4,,5,37,6.57,9.49,7,8,36,6.04,7.41,6,6
2085,C,LUIS ALBERTO,Lazio,25,4,,5,36,6.46,7.31,15,5,27,5.98,6.48,5,5
645,C,MILINKOVIC-SAVIC,Lazio,24,4,,5,37,6.19,6.72,3,9,31,5.87,6.31,3,7
495,A,CORREA,Inter,20,4,DZEKO,4,30,6.27,7.13,2,0,34,6.26,6.78,5,5
335,C,FELIPE ANDERSON,Lazio,16,4,,4,,,,,,,,,,
387,P,REINA,Lazio,14,3,,4,1,6.5,8.5,0,0,4,6.38,5.12,0,0
2284,A,CAICEDO,Lazio,14,4,,3,30,6.09,6.86,1,7,28,6.15,7.2,2,4
513,D,ACERBI,Lazio,12,4,,5,36,6.26,6.43,2,4,37,6.14,6.31,0,3
2489,A,PEDRO,Lazio,12,3,CORREA,4,,,,0,,,,,0,
2263,D,LAZZARI,Lazio,10,4,MARUSIC,4,32,6.19,6.16,2,6,33,6.35,6.48,8,7
2209,C,LUCAS LEIVA,Lazio,8,2,,4,25,6.04,5.88,1,8,27,6,5.94,2,7
2335,D,LUIZ FELIPE,Lazio,7,2,,4,26,6,6.04,1,6,17,5.94,6.06,1,4
140,D,HYSAJ,Lazio,6,2,,4,20,5.87,6.05,2,3,27,5.76,5.76,2,4
2188,D,MARUSIC,Lazio,6,3,LAZZARI,3,15,6.14,6.54,1,3,26,5.8,5.88,1,2
329,D,RADU,Lazio,5,2,,4,29,5.93,5.9,0,8,28,5.8,5.75,1,5
633,D,FARES,Lazio,4,2,,2,8,5.56,5.44,0,2,35,5.86,5.97,1,12
5012,A,MURIQI,Lazio,4,2,,2,,,,0,,,,,0,
327,D,PATRIC,Lazio,3,1,,3,21,5.83,5.74,0,2,15,5.75,5.71,0,1
5286,C,AKPA AKPRO,Lazio,3,2,,2,,,,,,,,,,
333,C,CATALDI,Lazio,3,2,,3,21,6.09,6.22,0,3,12,6.09,6.64,1,2
4975,C,ESCALANTE,Lazio,3,1,,2,,,,0,,,,,0,
4938,A,MORO,Lazio,3,1,,1,1,0,0,0,0,,,,,
4397,D,VAVRO,Lazio,2,1,,2,11,5.78,5.78,0,0,,,,0,
1934,P,STRAKOSHA,Lazio,1,3,,3,38,6.21,5.16,0,2,35,6.17,5.09,0,4
5502,P,ADAMONIS,Lazio,1,1,,1,,,,,,,,,,
5461,D,KAMENOVIC,Lazio,1,1,,1,,,,,,,,,,
5510,C,ROMERO L.,Lazio,1,1,,1,,,,,,,,,,
2530,A,IBRAHIMOVIC,Milan,33,4,GIROUD,5,18,6.53,8.17,3,1,,,,0,
1850,C,KESSIE',Milan,27,4,,5,35,5.8,6.1,0,3,34,6.06,6.62,2,8
186,A,REBIC,Milan,23,3,RAFAEL LEAO,4,26,6.3,7.8,2,5,,,,0,
4292,D,HERNANDEZ T.,Milan,21,5,,5,33,6.33,6.73,2,10,,,,0,
4200,A,GIROUD,Milan,20,3,IBRAHIMOVIC,3,,,,,,,,,,
4312,P,MAIGNAN,Milan,15,4,,5,,,,,,,,,,
4510,A,RAFAEL LEAO,Milan,14,3,REBIC,3,31,6.07,6.78,1,0,,,,0,
4825,C,DIAZ B.,Milan,13,4,,4,,,,0,,,,,0,
2633,D,KJAER,Milan,12,3,,5,20,6,5.9,0,4,,,,0,
4751,D,TOMORI,Milan,12,4,,4,,,,,,,,,,
357,D,CALABRIA,Milan,11,3,FLORENZI,3,25,5.76,5.8,1,2,26,5.9,5.96,1,5
4892,C,SAELEMAEKERS,Milan,11,3,,3,13,6,6.08,0,2,,,,0,
464,D,FLORENZI,Milan,9,4,CALABRIA,4,,,,,,,,,,
460,D,ROMAGNOLI,Milan,7,3,,3,35,6.11,6.14,0,4,32,6.27,6.28,0,5
2818,C,BENNACER,Milan,7,2,,3,31,6.03,5.9,0,14,37,5.9,5.86,2,7
2692,C,CASTILLEJO,Milan,6,2,,3,22,6.21,6.61,3,3,31,5.95,6.55,2,3
5298,C,POBEGA,Milan,6,1,,1,,,,,,,,,,
148,C,KRUNIC,Milan,5,1,,2,15,5.77,5.73,1,3,33,6,6.5,6,7
4449,C,TONALI,Milan,5,3,,4,35,6.04,6.2,7,9,,,,0,
5017,D,BALLO-TOURE',Milan,5,2,,3,,,,,,,,,,
11,D,CONTI,Milan,2,2,,2,23,5.69,5.6,2,8,12,5.78,5.83,2,3
4976,D,KALULU,Milan,2,1,,1,,,,0,,,,,0,
2091,P,PLIZZARI,Milan,1,1,,1,,,,,,,,,,
160,P,TATARUSANU,Milan,1,1,,1,,,,0,,,,,0,
4401,D,GABBIA,Milan,1,2,,2,9,5.83,5.78,0,1,,,,0,
4896,C,MALDINI,Milan,1,1,,1,2,6,6,0,0,,,,,
4661,A,OSIMHEN,Napoli,33,4,,4,,,,0,,,,,0,
409,A,INSIGNE,Napoli,32,4,,5,37,6.19,6.93,4,1,28,6.07,7.07,5,6
410,A,MERTENS,Napoli,25,3,,3,31,6.18,7.16,6,5,35,6.31,7.96,10,1
152,C,ZIELINSKI,Napoli,24,4,,2,37,5.99,6.18,3,4,36,6.15,6.62,2,6
4517,A,LOZANO,Napoli,24,4,POLITANO,4,26,5.92,6.4,1,3,,,,0,
536,A,POLITANO,Napoli,19,4,LOZANO,3,26,5.93,6.27,2,1,36,6.04,6.51,5,4
2775,C,RUIZ,Napoli,17,4,LOBOTKA,4,33,5.97,6.39,6,2,27,6.3,6.89,3,2
572,P,MERET,Napoli,14,4,,4,22,6.16,4.8,0,0,14,6.18,5.46,0,0
392,D,KOULIBALY,Napoli,12,4,,5,25,5.88,5.62,0,7,35,6.27,6.31,1,9
2816,D,DI LORENZO,Napoli,11,4,,5,33,5.88,6.17,3,5,37,6.03,6.41,3,8
383,A,PETAGNA,Napoli,11,2,,3,36,5.93,6.72,1,5,36,6.1,7.32,0,8
4725,C,DEMME,Napoli,10,3,RUIZ,4,15,5.93,5.93,0,6,,,,0,
459,D,MANOLAS,Napoli,9,3,,4,26,5.98,6.42,0,2,27,6.06,6.06,0,6
2195,A,OUNAS,Napoli,7,2,,3,0,0,0,0,0,18,6,6.75,0,0
4479,C,ELMAS,Napoli,7,2,,2,26,5.97,6.03,1,7,,,,0,
142,D,MARIO RUI,Napoli,5,2,,4,24,5.85,5.74,2,9,20,5.82,5.87,1,4
4409,D,RRAHMANI,Napoli,5,3,,2,36,5.94,5.9,1,5,,,,0,
4287,C,LOBOTKA,Napoli,5,1,RUIZ,1,14,6.12,6.12,0,0,,,,0,
2860,D,MALCUIT,Napoli,3,1,,1,4,6,6,0,0,24,6.11,6.15,2,3
256,D,JUAN JESUS,Napoli,3,2,,2,4,5,4.67,0,2,20,5.78,5.72,0,4
390,D,GHOULAM,Napoli,2,2,,1,9,5.94,5.94,1,2,16,6,6.33,3,2
2468,P,OSPINA,Napoli,1,3,,3,17,6.09,5.09,0,0,17,6.06,4.88,0,0
5518,P,MARFELLA,Napoli,1,1,,1,,,,,,,,,,
2529,C,MKHITARYAN,Roma,30,5,,5,22,6.25,7.59,5,5,,,,0,
2544,A,ABRAHAM,Roma,28,4,MAYORAL,4,,,,,,,,,,
2215,C,VERETOUT,Roma,23,4,,5,33,6.28,6.75,0,6,33,6.06,6.27,2,12
530,C,PELLEGRINI LO.,Roma,22,4,,5,27,6.2,6.5,9,6,25,6.18,6.46,4,6
5233,A,MAYORAL,Roma,21,3,ABRAHAM,3,,,,,,,,,,
2766,C,ZANIOLO,Roma,19,4,,4,26,6.16,6.8,2,8,27,6.13,6.5,2,8
5311,A,SHOMURODOV,Roma,16,2,,3,,,,,,,,,,
4270,P,RUI PATRICIO,Roma,14,4,,5,,,,,,,,,,
2296,D,MANCINI,Roma,14,3,,5,32,6.03,5.88,0,14,30,6.22,6.69,1,5
1852,D,SPINAZZOLA,Roma,13,4,VINA,3,24,6.25,6.43,2,2,10,6,6.11,1,0
2180,D,KARSDORP,Roma,12,4,,4,0,0,0,0,0,11,5.78,5.72,0,1
795,A,EL SHAARAWY,Roma,11,2,,2,,,,,,,,,,
4245,D,SMALLING,Roma,10,4,IBANEZ,3,30,6.05,6.35,1,2,,,,,
5509,D,VINA,Roma,9,3,SPINAZZOLA,4,,,,,,,,,,
4884,A,CARLES PEREZ,Roma,8,3,,3,14,5.96,6.38,3,2,,,,0,
4331,D,IBANEZ,Roma,7,3,SMALLING,4,9,5.94,5.83,0,2,1,0,0,0,0
779,C,CRISTANTE,Roma,7,2,,4,26,5.77,5.81,2,7,35,5.87,6.13,2,10
