Id,R,Nome,Squadra,Prezzo,Rating,Mate,Regularness,Pg19_20,Mv19_20,Mf19_20,Ass19_20,Amm19_20,Pg18_19,Mv18_19,Mf18_19,Ass18_19,A  18_19
287,D,CACERES,Fiorentina,7,2,,4,27,5.98,5.91,0,8,13,5.79,5.75,0,1
2762,A,KOUAME',Fiorentina,16,4,VLAHOVIC,4,18,6.31,7.44,3,1,38,6.07,6.46,5,4
367,C,BONAVENTURA,Fiorentina,14,3,,4,29,6.12,6.62,5,2,8,6.12,7.25,0,0
2164,D,MILENKOVIC,Fiorentina,14,4,,5,37,6.18,6.46,0,9,34,5.93,6.06,0,7
406,C,CALLEJON,Fiorentina,12,4,,4,33,5.95,6.52,7,2,34,6.15,6.71,10,1
644,C,PULGAR,Fiorentina,13,4,,3,37,6.09,6.64,6,9,28,5.96,6.46,2,6
526,C,DUNCAN,Fiorentina,7,3,,3,26,6.08,6.44,5,5,26,6.1,6.6,4,6
1917,P,DRAGOWSKI,Fiorentina,11,5,,5,31,6.21,5,0,1,17,6.44,5.03,0,2
2155,A,CUTRONE,Fiorentina,11,3,,3,19,5.94,6.64,1,1,34,5.83,6.17,2,2
2309,D,PEZZELLA GER.,Fiorentina,9,3,,5,33,6.06,6.16,0,12,32,6.03,6.09,1,6
2006,D,LIROLA,Fiorentina,8,2,,3,35,5.83,5.83,2,4,35,5.99,6.21,7,2
2174,D,VENUTI,Fiorentina,2,1,,1,16,5.81,5.73,1,4,0,0,0,0,0
2815,P,TERRACCIANO,Fiorentina,1,1,,1,7,6.36,5.64,0,0,10,6.35,5.05,0,0
2841,A,VLAHOVIC,Fiorentina,18,3,KOUAME,3,30,5.91,6.46,0,4,10,5.62,5.62,0,0
4351,P,BRANCOLINI,Fiorentina,1,1,,1,1,0,0,0,0,0,0,0,0,0
4353,C,MONTIEL,Fiorentina,1,1,,1,0,0,0,0,0,1,0,0,0,0
2409,A,RIBERY,Fiorentina,18,2,,5,21,6.5,6.95,3,3,,,,0,
4377,C,CASTROVILLI,Fiorentina,17,4,,5,33,6.35,6.53,2,10,,,,0,
1979,D,BARRECA,Fiorentina,3,3,,2,18,5.68,5.74,1,0,,,,,
4407,D,IGOR,Fiorentina,4,1,,2,26,5.75,5.62,1,9,,,,0,
4522,C,AMRABAT,Fiorentina,9,2,,4,34,6.29,6.21,1,10,,,,0,
4950,D,DALLE MURA,Fiorentina,1,1,,1,1,0,0,0,0,,,,,
5323,D,MARTINEZ QUARTA,Fiorentina,5,2,,2,,,,,,,,,,
15,D,MASIELLO,Genoa,3,1,,4,22,5.8,5.73,1,5,24,5.83,5.67,1,5
118,C,RADOVANOVIC,Genoa,4,1,,2,19,5.84,5.75,0,3,35,5.66,5.53,0,9
170,C,BADELJ,Genoa,4,2,,3,22,5.65,5.72,0,1,23,5.82,5.73,0,6
218,P,PERIN,Genoa,8,3,,5,21,6.12,4.29,0,1,9,5.89,4.94,0,1
244,D,GHIGLIONE,Genoa,7,2,ZAPPACOSTA,3,25,5.91,6.04,5,4,9,5.83,5.94,0,4
245,A,PANDEV,Genoa,11,3,,3,34,6.28,7.19,2,4,26,6.05,6.6,2,6
305,C,STURARO,Genoa,4,2,,4,16,5.78,5.81,1,7,5,5.7,6.1,0,0
318,P,MARCHETTI,Genoa,1,1,,1,0,0,0,0,0,4,5.75,3.12,0,1
365,D,ZAPATA C.,Genoa,5,1,,3,20,5.66,5.61,0,4,13,6.08,5.92,0,4
2285,D,BANI,Genoa,6,2,,3,27,5.96,6.19,0,10,30,5.65,5.43,0,7
418,D,GOLDANIGA,Genoa,5,1,,4,13,5.59,5.68,0,4,29,5.57,5.6,1,6
2759,D,CRISCITO,Genoa,13,4,,5,26,6,6.58,0,7,35,6.01,6.1,4,12
472,A,DESTRO,Genoa,10,2,,4,13,5.67,5.61,0,2,17,6.28,7.56,1,3
2083,D,BIRASCHI,Genoa,5,1,,4,24,5.65,5.46,0,3,34,5.81,5.68,0,3
2213,C,CASSATA,Genoa,4,1,,3,24,5.66,5.66,0,9,19,5.83,6,2,8
2302,C,BEHRAMI,Genoa,5,1,,2,17,5.74,5.62,0,2,19,6.06,6.06,0,6
1982,C,PARIGINI,Genoa,3,1,,1,0,0,0,0,0,17,5.75,5.67,0,2
1998,A,PJACA,Genoa,5,3,,4,0,0,0,0,0,19,5.7,5.93,1,1
2728,D,PELLEGRINI LU.,Genoa,5,3,,3,24,6.04,6.04,5,10,16,5.91,5.84,2,4
2124,C,ZAJC,Genoa,10,4,,4,,,,0,,20,5.98,6.45,2,1
2137,A,SCAMACCA,Genoa,1,2,,2,,,,0,,0,0,0,0,0
4330,C,LERAGER,Genoa,5,1,,3,21,5.71,5.79,1,5,14,5.68,5.75,0,4
554,D,ZAPPACOSTA,Genoa,7,4,GHIGLIONE,4,9,5.72,5.83,1,0,,,,,
4459,C,ROVELLA,Genoa,1,1,,1,2,6,6,0,0,,,,,
4512,C,SCHONE,Genoa,7,3,,5,32,5.95,6.03,2,5,,,,0,
4881,D,CZYBORRA,Genoa,4,1,,2,1,6,6,0,0,,,,0,
5311,A,SHOMURODOV,Genoa,9,2,,3,,,,,,,,,,
5013,A,ASORO,Genoa,6,2,,2,,,,,,,,,,
2121,C,MELEGONI,Genoa,2,1,,1,,,,,,,,,,
1921,P,ZIMA,Genoa,1,1,,1,,,,,,,,,,
5320,P,PALEARI,Genoa,1,1,,1,,,,,,,,,,
5303,A,MALES,Genoa,1,1,,1,,,,,,,,,,
2764,A,MARTINEZ L.,Inter,32,4,,4,35,6.21,7.29,3,7,27,6.07,6.84,1,4
181,C,VECINO,Inter,6,1,,1,20,5.97,6.25,1,4,30,5.85,6.07,1,8
467,C,NAINGGOLAN,Inter,21,3,,2,26,6.4,7.19,5,5,29,6.21,6.91,3,3
250,P,HANDANOVIC,Inter,16,4,,5,35,6.16,5.3,0,2,38,6.18,5.32,0,0
253,D,D'AMBROSIO,Inter,9,4,,3,22,6.08,6.58,0,6,30,5.95,6.19,4,6
261,D,RANOCCHIA,Inter,1,1,,2,7,6.21,6,0,3,4,6,5.75,0,1
265,C,BROZOVIC,Inter,13,2,,4,32,6.28,6.58,5,9,32,5.91,5.94,1,10
322,D,DE VRIJ,Inter,15,4,,5,34,6.29,6.6,1,5,28,6.07,6.18,0,2
2214,D,KOLAROV,Inter,13,3,,3,32,6.02,6.52,3,6,33,6.06,6.7,1,6
2120,D,BASTONI,Inter,12,4,,4,25,5.98,6.04,0,7,24,5.95,6.05,0,2
543,P,PADELLI,Inter,1,1,,1,3,5.33,4,0,0,0,0,0,0,0
1870,C,BARELLA,Inter,12,3,,4,27,6.07,6.09,3,11,35,6.13,6.07,4,8
1978,C,SENSI,Inter,12,4,,3,12,6.29,7.04,1,2,28,6.05,6.27,4,8
704,C,PERISIC,Inter,11,3,,3,0,0,0,0,0,34,6.03,6.72,4,5
798,D,SKRINIAR,Inter,8,4,,3,32,6.14,5.94,0,7,35,6.1,5.99,0,4
801,C,GAGLIARDINI,Inter,9,1,,2,24,5.94,6.33,0,5,19,6.1,6.97,0,4
1843,P,RADU I.,Inter,1,1,,1,17,6.03,4,1,1,33,6.3,5,0,0
2038,A,PINAMONTI,Inter,10,3,,2,32,5.7,6.12,1,1,27,5.8,6.48,3,2
2531,A,LUKAKU,Inter,42,5,,5,36,6.42,8.33,1,2,,,,0,
2475,A,SANCHEZ,Inter,24,4,,3,22,6.44,7.5,8,2,,,,0,
2556,C,ERIKSEN,Inter,16,3,,3,17,5.92,6.31,2,0,,,,0,
2707,D,YOUNG,Inter,12,4,,4,18,6.12,7.03,4,1,,,,0,
2525,D,DARMIAN,Inter,6,2,,3,33,5.92,5.95,1,6,,,,0,
4160,D,HAKIMI,Inter,21,5,,5,,,,0,,,,,0,
2414,C,VIDAL,Inter,19,4,,4,,,,,,,,,,
2610,A,RONALDO,Juventus,49,4,,5,33,6.56,9.33,3,3,31,6.48,8.6,7,3
309,A,DYBALA,Juventus,30,3,,5,33,6.67,7.84,7,5,30,5.94,6.56,2,2
2002,C,CHIESA,Juventus,24,4,,4,34,6.31,7.15,5,7,37,6.24,6.73,2,4
184,C,BERNARDESCHI,Juventus,9,3,,3,29,5.5,5.56,1,6,28,6.04,6.26,3,5
453,P,SZCZESNY,Juventus,17,4,,5,29,6.19,5.14,0,1,28,6.14,5.54,0,0
286,D,BONUCCI,Juventus,14,3,,5,35,6.27,6.4,0,9,29,6.02,6.29,0,2
288,D,CHIELLINI,Juventus,11,3,,4,4,6.12,6.88,0,0,25,6.35,6.46,1,3
299,C,KHEDIRA,Juventus,4,1,,1,12,5.92,5.88,1,3,10,6.1,6.7,0,0
697,D,CUADRADO,Juventus,13,4,,3,33,6.05,6.18,3,7,18,5.78,5.97,2,4
2166,C,BENTANCUR,Juventus,13,3,,4,30,6.12,6.21,7,9,31,5.91,6.03,2,7
662,D,ALEX SANDRO,Juventus,11,3,,4,29,5.97,6.07,2,4,31,6.05,6.14,3,7
1930,P,PINSOGLIO,Juventus,1,1,,1,1,6,6,0,0,1,5.5,3.5,0,0
2833,C,KULUSEVSKI,Juventus,26,3,,4,36,6.42,7.43,8,3,3,5.5,5.5,0,0
4332,D,DEMIRAL,Juventus,6,4,,3,6,6.25,6.83,1,1,14,6.29,6.61,0,3
4370,C,PORTANOVA,Juventus,1,1,,1,0,0,0,0,0,1,6,5.5,0,1
282,P,BUFFON,Juventus,1,1,,1,9,6.11,5,0,0,,,,0,
2472,C,RAMSEY,Juventus,13,3,,4,24,6.02,6.41,0,2,,,,0,
2379,C,RABIOT,Juventus,9,2,,4,28,5.91,5.93,1,5,,,,0,
4237,D,DANILO,Juventus,6,2,,3,22,5.77,5.95,0,2,,,,0,
4428,D,DE LIGT,Juventus,14,3,,4,29,6.05,6.38,0,5,,,,0,
4946,D,FRABOTTA,Juventus,2,1,,1,1,6,6,0,0,,,,,
313,A,MORATA,Juventus,23,4,,3,,,,,,,,,,
4285,C,ARTHUR,Juventus,15,3,,4,,,,0,,,,,0,
4973,C,MCKENNIE,Juventus,6,3,,4,,,,0,,,,,0,
785,A,IMMOBILE,Lazio,45,3,,5,37,6.57,9.49,7,8,36,6.04,7.41,6,6
2085,C,LUIS ALBERTO,Lazio,24,4,,5,36,6.46,7.31,15,5,27,5.98,6.48,5,5
495,A,CORREA,Lazio,21,3,,4,30,6.27,7.13,2,0,34,6.26,6.78,5,5
645,C,MILINKOVIC-SAVIC,Lazio,20,4,,5,37,6.19,6.72,3,9,31,5.87,6.31,3,7
2284,A,CAICEDO,Lazio,17,2,,3,30,6.09,6.86,1,7,28,6.15,7.2,2,4
327,D,PATRIC,Lazio,5,1,,3,21,5.83,5.74,0,2,15,5.75,5.71,0,1
329,D,RADU,Lazio,8,2,,4,29,5.93,5.9,0,8,28,5.8,5.75,1,5
333,C,CATALDI,Lazio,4,3,,3,21,6.09,6.22,0,3,12,6.09,6.64,1,2
338,C,LULIC,Lazio,7,3,,3,20,5.95,5.9,2,6,35,5.9,6.2,1,5
342,C,PAROLO,Lazio,5,2,,3,29,5.86,5.82,0,8,34,6.17,6.55,3,7
513,D,ACERBI,Lazio,15,3,,5,36,6.26,6.43,2,4,37,6.14,6.31,0,3
1934,P,STRAKOSHA,Lazio,14,5,,5,38,6.21,5.16,0,2,35,6.17,5.09,0,4
387,P,REINA,Lazio,1,1,,1,1,6.5,8.5,0,0,4,6.38,5.12,0,0
2263,C,LAZZARI,Lazio,12,4,,5,32,6.19,6.16,2,6,33,6.35,6.48,8,7
633,C,FARES,Lazio,6,3,,4,8,5.56,5.44,0,2,35,5.86,5.97,1,12
2062,D,BASTOS,Lazio,5,1,,3,16,5.82,5.75,0,4,18,5.82,5.91,0,3
2335,D,LUIZ FELIPE,Lazio,7,2,,4,26,6,6.04,1,6,17,5.94,6.06,1,4
2209,C,LUCAS LEIVA,Lazio,7,1,,4,25,6.04,5.88,1,8,27,6,5.94,2,7
2188,C,MARUSIC,Lazio,5,2,,3,15,6.14,6.54,1,3,26,5.8,5.88,1,2
2770,P,PROTO,Lazio,1,1,,1,0,0,0,0,0,2,6,3.75,0,1
2107,C,KIYINE,Lazio,1,1,,1,,,,0,,23,5.92,5.81,1,7
4366,D,ARMINI,Lazio,1,1,,1,1,0,0,0,0,1,5.5,5.5,0,0
4390,C,ANDERSON D.,Lazio,1,1,,2,5,5.83,5.67,0,1,,,,,
4397,D,VAVRO,Lazio,2,1,,2,11,5.78,5.78,0,0,,,,0,
4938,A,MORO,Lazio,1,1,,1,1,0,0,0,0,,,,,
5012,A,MURIQI,Lazio,11,3,,3,,,,0,,,,,0,
4249,C,PEREIRA A.,Lazio,8,3,,3,,,,,,,,,,
324,D,HOEDT,Lazio,7,3,,3,,,,,,,,,,
4975,C,ESCALANTE,Lazio,5,1,,2,,,,0,,,,,0,
5286,C,AKPA AKPRO,Lazio,2,2,,2,,,,,,,,,,
5306,P,ALIA,Lazio,1,1,,1,,,,,,,,,,
11,D,CONTI,Milan,4,3,CALABRIA,4,23,5.69,5.6,2,8,12,5.78,5.83,2,3
148,C,KRUNIC,Milan,4,1,,2,15,5.77,5.73,1,3,33,6,6.5,6,7
2194,C,CALHANOGLU,Milan,24,4,,5,35,6.3,7.24,9,6,36,5.91,6.27,5,3
216,P,DONNARUMMA AN.,Milan,1,1,,1,0,0,0,0,0,0,0,0,0,0
350,P,DONNARUMMA G.,Milan,17,5,,5,36,6.26,5.39,0,3,36,6.33,5.47,0,4
357,D,CALABRIA,Milan,7,3,CONTI,3,25,5.76,5.8,1,2,26,5.9,5.96,1,5
460,D,ROMAGNOLI,Milan,12,3,,5,35,6.11,6.14,0,4,32,6.27,6.28,0,5
2692,C,CASTILLEJO,Milan,12,3,SAELEMAKERS,3,22,6.21,6.61,3,3,31,5.95,6.55,2,3
1850,C,KESSIE',Milan,12,3,,5,35,5.8,6.1,0,3,34,6.06,6.62,2,8
2168,D,MUSACCHIO,Milan,6,1,,3,18,5.72,5.56,0,4,29,6.02,6.09,0,2
2818,C,BENNACER,Milan,8,2,,3,31,6.03,5.9,0,14,37,5.9,5.86,2,7
2530,A,IBRAHIMOVIC,Milan,35,4,,5,18,6.53,8.17,3,1,,,,0,
186,A,REBIC,Milan,26,3,,4,26,6.3,7.8,2,5,,,,0,
4292,D,HERNANDEZ T.,Milan,22,5,,5,33,6.33,6.73,2,10,,,,0,
2633,D,KJAER,Milan,9,2,,5,20,6,5.9,0,4,,,,0,
4401,D,GABBIA,Milan,3,2,,2,9,5.83,5.78,0,1,,,,0,
4449,C,TONALI,Milan,9,3,,4,35,6.04,6.2,7,9,,,,0,
4510,A,RAFAEL LEAO,Milan,15,3,,3,31,6.07,6.78,1,0,,,,0,
4511,D,DUARTE,Milan,3,1,,2,6,5.6,5.4,0,2,,,,0,
4892,C,SAELEMAEKERS,Milan,7,3,CASTILLEJO,3,13,6,6.08,0,2,,,,0,
4896,C,MALDINI,Milan,1,1,,1,2,6,6,0,0,,,,,
